SimTime,X_true,Y_true,Heading_true,Vx_true,Vy_true,RotVel_true,X_est,Y_est,Heading_est,Vx_est,Vy_est,Ax_est,Ay_est,x_meas,y_meas,vx_meas,vy_meas,LateralError,HeadingError,CurrentSegment,DistanceToNext,LateralControl,HeadingControl,u_psi,P_trace,K_x_gain,K_xdot_gain,K_y_gain,K_ydot_gain,Q_std,R_pos_std,R_vel_std,P_xx,P_xy,P_yx,P_yy
40.955,-0.224,-2.628,140.611,-0.403042,0.330937,-9,-0.424127,-2.64958,146.098,-0.427819,0.287501,-0.0230464,-0.0513964,-0.483863,-2.46193,-0.417911,0.275707,-0.0521186,-11.0983,4,3.69532,-0.432504,-10.789,-11.2215,0.0993205,0.0223373,0.631813,0.0223373,0.631813,0.2,0.25,0.05,0.00139608,0,0,0.00139608
41.071,-0.264,-2.596,139.559,-0.387766,0.330496,-10,-0.455073,-2.60457,141.523,-0.409679,0.325604,0.0451729,0.11479,0.262965,-2.3263,-0.400917,0.350645,-0.0421761,-6.52314,4,3.64149,-0.241956,-2.32116,-2.56311,0.101021,0.0223601,0.624239,0.0223601,0.624239,0.2,0.25,0.05,0.0013975,0,0,0.0013975
41.187,-0.302,-2.564,138.594,-0.373899,0.3297,-11,-0.503713,-2.56732,144.156,-0.428815,0.309775,-0.0515642,-0.00119309,-0.426464,-2.45667,-0.443917,0.291625,-0.0502259,-9.1557,4,3.58086,-0.41159,-10.2826,-10.6942,0.101854,0.0223812,0.623525,0.0223812,0.623525,0.2,0.25,0.05,0.00139882,0,0,0.00139882
41.288,-0.343,-2.529,138.594,-0.3994,0.352187,-3,-0.540017,-2.54297,141.868,-0.377635,0.296439,0.177374,-0.0506675,-0.531162,-2.7782,-0.339464,0.288662,-0.0586809,-6.86848,4,3.53811,-0.482775,-4.14352,-4.62629,0.109112,0.0222991,0.595832,0.0222991,0.595832,0.2,0.25,0.05,0.00139369,0,0,0.00139369
41.4,-0.383,-2.494,138.594,-0.3994,0.352187,-3,-0.582023,-2.49942,139.911,-0.414726,0.349091,-0.0600797,0.18482,-0.308394,-2.34154,-0.451697,0.384811,-0.0575897,-4.91138,4,3.4776,-0.407632,-2.84757,-3.25521,0.107173,0.0222807,0.61492,0.0222807,0.61492,0.2,0.25,0.05,0.00139255,0,0,0.00139255
41.517,-0.422,-2.459,137.63,-0.38529,0.351446,-5,-0.62263,-2.46132,138.651,-0.394291,0.346989,0.0453726,0.0913058,-0.403325,-2.50879,-0.37922,0.333263,-0.0593642,-3.65121,4,3.42199,-0.438341,-2.31673,-2.75507,0.102703,0.0222954,0.629307,0.0222954,0.629307,0.2,0.25,0.05,0.00139346,0,0,0.00139346
41.635,-0.462,-2.424,137.63,-0.394894,0.360207,-3,-0.659879,-2.42543,138.995,-0.39492,0.34336,0.0147072,0.0380632,-0.226053,-2.59687,-0.400631,0.335825,-0.0603211,-3.99493,4,3.37029,-0.440151,-3.8576,-4.29775,0.100581,0.0223224,0.631055,0.0223224,0.631055,0.2,0.25,0.05,0.00139515,0,0,0.00139515
41.75,-0.502,-2.387,136.578,-0.392573,0.37152,-3,-0.701911,-2.37917,138.338,-0.416266,0.370391,-0.0800543,0.123763,-0.422454,-2.21922,-0.431598,0.383218,-0.0573342,-3.33751,4,3.30782,-0.394105,-2.48925,-2.88336,0.101636,0.0223335,0.623673,0.0223335,0.623673,0.2,0.25,0.05,0.00139584,0,0,0.00139584
41.873,-0.541,-2.351,136.578,-0.39112,0.370145,-4,-0.739518,-2.32867,136.001,-0.387646,0.374331,0.0610742,0.0760871,-0.33191,-2.08482,-0.36786,0.366624,-0.048219,-1.0011,4,3.24538,-0.29382,0.808575,0.514756,0.09878,0.0224012,0.636721,0.0224012,0.636721,0.2,0.25,0.05,0.00140007,0,0,0.00140007
41.983,-0.581,-2.314,136.578,-0.395478,0.374269,-3,-0.767547,-2.28487,131.893,-0.360632,0.402034,0.131555,0.152192,-0.251239,-2.30012,-0.350589,0.414236,-0.0370629,3.10728,4,3.19444,-0.193831,6.15795,5.96412,0.103257,0.0223815,0.614362,0.0223815,0.614362,0.2,0.25,0.05,0.00139884,0,0,0.00139884
42.1,-0.623,-2.275,136.578,-0.410004,0.388017,1,-0.79879,-2.24659,133.148,-0.341958,0.364815,0.136942,-0.0626131,-0.37095,-2.36879,-0.342178,0.332378,-0.0320855,1.85231,4,3.14523,-0.200385,0.701713,0.501328,0.102494,0.0224051,0.624408,0.0224051,0.624408,0.2,0.25,0.05,0.00140032,0,0,0.00140032
42.216,-0.664,-2.237,136.578,-0.40492,0.383205,6,-0.84107,-2.20151,133.99,-0.387403,0.401304,-0.107158,0.111016,-0.649931,-2.30881,-0.42508,0.428035,-0.0301106,1.00978,4,3.08345,-0.204538,0.255109,0.0505708,0.101947,0.0224207,0.625374,0.0224207,0.625374,0.2,0.25,0.05,0.00140129,0,0,0.00140129
42.334,-0.706,-2.198,136.578,-0.413272,0.39111,0,-0.877111,-2.1481,132.454,-0.392532,0.429057,-0.0851657,0.165522,-0.457877,-1.99741,-0.390253,0.436926,-0.0178298,2.54551,4,3.0201,-0.0534417,3.46228,3.40884,0.100903,0.0224492,0.628718,0.0224492,0.628718,0.2,0.25,0.05,0.00140307,0,0,0.00140307
42.447,-0.748,-2.159,136.578,-0.41763,0.395234,0,-0.919438,-2.10037,136,-0.40607,0.392142,-0.102949,-0.0572552,-0.783117,-1.86422,-0.409171,0.356807,-0.0140049,-0.999656,4,2.9564,-0.0764645,-3.72327,-3.79974,0.102811,0.0224436,0.619508,0.0224436,0.619508,0.2,0.25,0.05,0.00140273,0,0,0.00140273
42.564,-0.791,-2.121,137.63,-0.422969,0.385815,3,-0.953097,-2.04789,134.458,-0.369011,0.376061,0.083538,-0.10046,-0.586323,-1.68498,-0.341553,0.368601,-0.000696469,0.542152,4,2.89545,0.0768837,1.67394,1.75083,0.101976,0.022463,0.625779,0.022463,0.625779,0.2,0.25,0.05,0.00140394,0,0,0.00140394
42.682,-0.834,-2.081,136.578,-0.42453,0.401764,-4,-0.994883,-1.99295,135.105,-0.410455,0.408955,-0.122469,0.069757,-0.650741,-1.74927,-0.442465,0.434079,0.00860242,-0.104867,4,2.82707,0.118676,-0.587869,-0.469193,0.100872,0.0224894,0.628893,0.0224894,0.628893,0.2,0.25,0.05,0.00140559,0,0,0.00140559
42.8,-0.878,-2.041,137.63,-0.439962,0.401315,2,-1.02478,-1.94903,132.108,-0.38254,0.423253,0.0313029,0.0976422,-0.410034,-2.19711,-0.360729,0.428117,0.0185149,2.89243,4,2.77493,0.193791,4.88926,5.08305,0.100512,0.0225167,0.62868,0.0225167,0.62868,0.2,0.25,0.05,0.00140729,0,0,0.00140729
42.919,-0.922,-2.001,137.63,-0.438853,0.400304,0,-1.07871,-1.90784,138.657,-0.412075,0.362565,-0.0941062,-0.181875,-1.26857,-1.92816,-0.430602,0.320245,0.00950973,-3.65702,4,2.70762,0.0139848,-8.24468,-8.23069,0.10006,0.0225512,0.629963,0.0225512,0.629963,0.2,0.25,0.05,0.00140945,0,0,0.00140945
43.025,-0.963,-1.963,137.63,-0.420753,0.383794,5,-1.12869,-1.86489,139.013,-0.45521,0.395532,-0.22503,0.0272069,-1.19683,-1.91449,-0.476416,0.429746,0.0045412,-4.01259,4,2.64189,-0.00105188,-3.91324,-3.91429,0.105901,0.0224963,0.605818,0.0224963,0.605818,0.2,0.25,0.05,0.00140602,0,0,0.00140602
43.141,-1.006,-1.925,136.578,-0.413636,0.391453,-8,-1.17409,-1.81677,141.562,-0.46315,0.367582,-0.157644,-0.101649,-0.880767,-1.55346,-0.45362,0.347418,0.00646305,-6.56249,4,2.57577,0.0584627,-7.88461,-7.82615,0.103995,0.0225021,0.622515,0.0225021,0.622515,0.2,0.25,0.05,0.00140638,0,0,0.00140638
43.257,-1.048,-1.886,136.578,-0.414362,0.392141,-4,-1.21944,-1.77431,137.022,-0.421729,0.392965,0.0762992,0.0481174,-1.13568,-1.9597,-0.386588,0.416045,0.00442231,-2.02208,4,2.51368,0.019174,1.70286,1.72203,0.102246,0.0225083,0.626459,0.0225083,0.626459,0.2,0.25,0.05,0.00140677,0,0,0.00140677
43.376,-1.088,-1.848,135.614,-0.39484,0.386468,-8,-1.26583,-1.72377,133.055,-0.377271,0.403794,0.214906,0.0658502,-1.32301,-1.60082,-0.356335,0.406139,0.00735487,1.94485,4,2.44514,0.0706983,4.75056,4.82126,0.100379,0.0225368,0.63127,0.0225368,0.63127,0.2,0.25,0.05,0.00140855,0,0,0.00140855
43.494,-1.13,-1.807,135.614,-0.416994,0.408152,2,-1.31154,-1.67604,131.759,-0.378882,0.424372,0.109809,0.117033,-1.27554,-1.76638,-0.394963,0.432391,0.00877811,3.24136,4,2.37908,0.0718865,3.9061,3.97798,0.100265,0.0225615,0.628929,0.0225615,0.628929,0.2,0.25,0.05,0.0014101,0,0,0.0014101
43.603,-1.173,-1.767,136.578,-0.423078,0.400389,5,-1.35307,-1.62085,134.738,-0.427142,0.43107,-0.134132,0.0859873,-1.05071,-1.22241,-0.466946,0.425176,0.0184423,0.262251,4,2.31074,0.196621,-2.22379,-2.02717,0.10461,0.0225253,0.611337,0.0225253,0.611337,0.2,0.25,0.05,0.00140783,0,0,0.00140783
43.721,-1.215,-1.727,136.578,-0.423078,0.400389,5,-1.40816,-1.58776,138.271,-0.442023,0.394225,-0.127401,-0.0900888,-1.57905,-2.13524,-0.440591,0.369055,0.00288301,-3.27129,4,2.24832,-0.0741804,-5.63924,-5.71342,0.102425,0.0225456,0.62675,0.0225456,0.62675,0.2,0.25,0.05,0.0014091,0,0,0.0014091
43.839,-1.258,-1.688,136.578,-0.425983,0.403139,-2,-1.44874,-1.54088,134.903,-0.396912,0.398263,0.103561,-0.0321919,-1.23937,-1.58012,-0.362669,0.407078,0.00733863,0.0973406,4,2.18648,0.080025,2.6569,2.73693,0.100822,0.0225674,0.629773,0.0225674,0.629773,0.2,0.25,0.05,0.00141046,0,0,0.00141046
43.956,-1.3,-1.648,135.614,-0.411992,0.403256,-6,-1.48396,-1.4966,134.944,-0.405321,0.406107,0.0136078,0.0157312,-0.903577,-1.65507,-0.420512,0.413821,0.0137492,0.0555014,4,2.1303,0.138444,0.0177673,0.156212,0.100888,0.0225837,0.627113,0.0225837,0.627113,0.2,0.25,0.05,0.00141148,0,0,0.00141148
44.075,-1.343,-1.608,136.578,-0.431793,0.408638,3,-1.53842,-1.45323,138.083,-0.470347,0.422274,-0.246565,0.0764798,-1.43566,-1.75801,-0.510003,0.432249,0.00591031,-3.08271,4,2.06109,-0.00487459,-5.14787,-5.15275,0.100237,0.0226141,0.629845,0.0226141,0.629845,0.2,0.25,0.05,0.00141338,0,0,0.00141338
44.18,-1.386,-1.567,136.578,-0.429251,0.406232,0,-1.56978,-1.4279,138.845,-0.39645,0.346522,0.146948,-0.251437,-1.27545,-1.8146,-0.332608,0.29363,0.00163763,-3.8445,4,2.02099,-0.0175074,-4.11302,-4.13053,0.106411,0.0225492,0.604069,0.0225492,0.604069,0.2,0.25,0.05,0.00140933,0,0,0.00140933
44.292,-1.429,-1.528,135.614,-0.411277,0.402556,-5,-1.60915,-1.39324,138.401,-0.424348,0.376738,-0.0398325,-0.00781781,-1.18456,-1.82691,-0.454213,0.415423,-0.00169334,-3.40114,4,1.96865,-0.0336054,-2.70476,-2.73836,0.106145,0.0225249,0.614876,0.0225249,0.614876,0.2,0.25,0.05,0.0014078,0,0,0.0014078
44.392,-1.47,-1.488,135.614,-0.409133,0.400458,-4,-1.63833,-1.35277,132.007,-0.363103,0.403165,0.22567,0.105091,-1.39284,-1.37345,-0.320005,0.42174,0.0062921,2.9928,4,1.91941,0.102798,8.44806,8.55086,0.11099,0.0224219,0.595389,0.0224219,0.595389,0.2,0.25,0.05,0.00140137,0,0,0.00140137
44.494,-1.512,-1.448,135.614,-0.411277,0.402556,-3,-1.6828,-1.30803,131.928,-0.398836,0.44408,-0.0202813,0.232541,-1.75656,-1.33044,-0.438091,0.464541,0.00647862,3.07246,4,1.85633,0.0479627,2.83551,2.88347,0.11253,0.0223277,0.597136,0.0223277,0.597136,0.2,0.25,0.05,0.00139548,0,0,0.00139548
44.606,-1.553,-1.407,135.614,-0.411277,0.402556,7,-1.7258,-1.26234,134.931,-0.397515,0.398478,-0.00652927,-0.0643317,-1.66467,-1.12556,-0.395602,0.353836,0.00838718,0.0693196,4,1.79362,0.072657,-2.35085,-2.27819,0.107324,0.0222947,0.619382,0.0222947,0.619382,0.2,0.25,0.05,0.00139342,0,0,0.00139342
44.711,-1.594,-1.368,136.578,-0.417994,0.395578,3,-1.77446,-1.23115,139.393,-0.416207,0.356819,-0.07669,-0.202606,-1.98449,-1.50149,-0.426768,0.335681,-0.00396966,-4.39321,4,1.73714,-0.113314,-7.77891,-7.89222,0.10813,0.0222249,0.608324,0.0222249,0.608324,0.2,0.25,0.05,0.00138906,0,0,0.00138906
44.829,-1.638,-1.326,135.614,-0.424141,0.415147,-2,-1.80973,-1.19063,138.212,-0.385915,0.344905,0.0731902,-0.153551,-1.38683,-1.2655,-0.364938,0.352321,-0.000256076,-3.21181,4,1.68355,0.0208154,-1.98956,-1.96874,0.102924,0.0222421,0.629866,0.0222421,0.629866,0.2,0.25,0.05,0.00139013,0,0,0.00139013
44.93,-1.679,-1.287,135.614,-0.40556,0.39696,-8,-1.8505,-1.16614,141.794,-0.437254,0.344159,-0.169364,-0.0848888,-1.61746,-1.67845,-0.477616,0.356577,-0.01177,-6.79408,4,1.63745,-0.166824,-9.30679,-9.47361,0.108591,0.0221571,0.59954,0.0221571,0.59954,0.2,0.25,0.05,0.00138482,0,0,0.00138482
45.034,-1.721,-1.247,134.562,-0.405221,0.411464,-2,-1.89108,-1.12161,133.085,-0.424901,0.454304,-0.0465151,0.413529,-1.7948,-1.36311,-0.405419,0.534701,-0.00897911,1.91541,4,1.57725,-0.0453279,9.26092,9.21559,0.110775,0.0220906,0.600094,0.0220906,0.600094,0.2,0.25,0.05,0.00138066,0,0,0.00138066
45.138,-1.76,-1.208,134.562,-0.38417,0.390089,-9,-1.92684,-1.08445,136.012,-0.395512,0.381785,0.0928839,-0.0700317,-1.72094,-1.01247,-0.373973,0.305391,-0.00798197,-1.01171,4,1.52568,-0.050567,-3.44362,-3.49418,0.110931,0.0220237,0.602832,0.0220237,0.602832,0.2,0.25,0.05,0.00137648,0,0,0.00137648
45.242,-1.801,-1.167,134.562,-0.405922,0.412176,9,-1.96701,-1.04846,135.801,-0.434125,0.422153,-0.113204,0.135599,-1.68473,-1.45769,-0.467088,0.455318,-0.0109407,-0.800995,4,1.47184,-0.0992566,-0.538548,-0.637805,0.110656,0.0219575,0.604092,0.0219575,0.604092,0.2,0.25,0.05,0.00137234,0,0,0.00137234
45.36,-1.843,-1.125,134.562,-0.412939,0.419301,-4,-2.00936,-1.00263,134.087,-0.444242,0.458626,-0.107078,0.223371,-1.58961,-1.34018,-0.444424,0.472237,-0.0084764,0.912705,4,1.40948,-0.0459936,2.12849,2.0825,0.103479,0.0219822,0.631286,0.0219822,0.631286,0.2,0.25,0.05,0.00137389,0,0,0.00137389
45.477,-1.884,-1.083,134.562,-0.412237,0.418589,-1,-2.07175,-0.962837,139.447,-0.464037,0.397074,-0.128943,-0.116469,-2.46799,-1.15057,-0.466251,0.346792,-0.0244577,-4.44659,4,1.33742,-0.274442,-8.12446,-8.3989,0.100882,0.0220121,0.63089,0.0220121,0.63089,0.2,0.25,0.05,0.00137575,0,0,0.00137575
45.602,-1.926,-1.042,134.562,-0.412939,0.419301,2,-2.11287,-0.913732,138.486,-0.456518,0.40409,-0.0500428,-0.0323255,-1.44686,-1.02583,-0.446885,0.416705,-0.0188128,-3.48614,4,1.27354,-0.102937,-2.44601,-2.54895,0.0971708,0.0221053,0.641919,0.0221053,0.641919,0.2,0.25,0.05,0.00138158,0,0,0.00138158
45.719,-1.965,-1.002,133.598,-0.383068,0.402293,-8,-2.14525,-0.864196,135.308,-0.389352,0.385193,0.220783,-0.0938116,-1.62234,-0.661509,-0.348778,0.375131,-0.00668177,-0.307652,4,1.21549,0.0265435,2.16811,2.19465,0.0994725,0.0221492,0.627096,0.0221492,0.627096,0.2,0.25,0.05,0.00138432,0,0,0.00138432
45.821,-2.005,-0.962,133.598,-0.389964,0.409535,-3,-2.18417,-0.837921,138.508,-0.443046,0.391862,-0.0933567,-0.0166107,-1.75747,-1.49666,-0.496775,0.406235,-0.0156189,-3.5081,4,1.16948,-0.175542,-5.98122,-6.15676,0.107989,0.022088,0.596381,0.022088,0.596381,0.2,0.25,0.05,0.0013805,0,0,0.0013805
45.939,-2.044,-0.921,133.598,-0.389964,0.409535,-3,-2.22266,-0.792939,131.981,-0.360414,0.40054,0.280189,0.0280338,-2.10071,-0.904192,-0.30495,0.407467,-0.0110321,3.01853,4,1.11041,-0.0514435,7.69462,7.64317,0.10407,0.0221247,0.625242,0.0221247,0.625242,0.2,0.25,0.05,0.00138279,0,0,0.00138279
46.056,-2.083,-0.88,132.633,-0.384371,0.417511,-6,-2.27126,-0.740376,133.395,-0.368327,0.389564,0.122818,-0.0336524,-2.41498,-0.411796,-0.391534,0.379516,-0.00822879,1.60504,4,1.03885,-0.0419962,0.357238,0.315242,0.101491,0.022155,0.629427,0.022155,0.629427,0.2,0.25,0.05,0.00138469,0,0,0.00138469
46.166,-2.123,-0.839,133.598,-0.394791,0.414604,8,-2.30683,-0.703828,129.678,-0.317617,0.382872,0.270675,-0.0410251,-2.3297,-0.961057,-0.294229,0.382306,-0.0075362,5.32215,4,0.987856,-0.0497274,7.83121,7.78148,0.104158,0.0221391,0.614933,0.0221391,0.614933,0.2,0.25,0.05,0.00138369,0,0,0.00138369
46.284,-2.163,-0.797,133.598,-0.402721,0.422932,0,-2.35648,-0.661184,133.206,-0.403067,0.42914,-0.19252,0.167135,-2.31743,-1.05387,-0.472848,0.461431,-0.0124877,1.79445,4,0.922652,-0.120123,-1.07562,-1.19574,0.102007,0.0221743,0.627598,0.0221743,0.627598,0.2,0.25,0.05,0.00138589,0,0,0.00138589
46.401,-2.201,-0.757,134.562,-0.39259,0.398639,8,-2.40203,-0.62441,135.559,-0.425669,0.417438,-0.195097,0.0532588,-2.27027,-1.0982,-0.426392,0.401364,-0.0186924,-0.559321,4,0.864559,-0.172768,-2.31398,-2.48675,0.101131,0.0222051,0.627812,0.0222051,0.627812,0.2,0.25,0.05,0.00138782,0,0,0.00138782
46.522,-2.242,-0.716,134.562,-0.407326,0.413601,-1,-2.44193,-0.586296,139.935,-0.430137,0.361758,-0.129411,-0.182832,-1.97035,-0.796381,-0.42156,0.327037,-0.0199592,-4.93514,4,0.809435,-0.151244,-7.69636,-7.8476,0.0992488,0.0222647,0.634042,0.0222647,0.634042,0.2,0.25,0.05,0.00139155,0,0,0.00139155
46.636,-2.283,-0.674,133.598,-0.403066,0.423295,-2,-2.48738,-0.546461,140.553,-0.416392,0.342604,-0.0189559,-0.175912,-2.45519,-0.566024,-0.39921,0.343733,-0.0239286,-5.55272,4,0.749267,-0.197356,-5.48502,-5.68238,0.101704,0.0222776,0.621334,0.0222776,0.621334,0.2,0.25,0.05,0.00139235,0,0,0.00139235
46.749,-2.322,-0.634,133.598,-0.383068,0.402293,-8,-2.52561,-0.515266,132.937,-0.376954,0.405132,0.14256,0.163301,-2.36415,-1.27273,-0.352079,0.459955,-0.0289047,2.06341,4,0.700389,-0.23982,7.92301,7.68319,0.103561,0.0222805,0.617737,0.0222805,0.617737,0.2,0.25,0.05,0.00139253,0,0,0.00139253
46.874,-2.36,-0.594,132.633,-0.372179,0.404268,-6,-2.56485,-0.471943,134.096,-0.376293,0.388361,0.0693691,0.0227063,-2.16455,-0.640589,-0.387982,0.368389,-0.0260169,0.904185,4,0.641939,-0.170688,-0.0208725,-0.19156,0.0985268,0.0223626,0.640522,0.0223626,0.640522,0.2,0.25,0.05,0.00139766,0,0,0.00139766
46.977,-2.399,-0.552,133.598,-0.392032,0.411707,8,-2.6043,-0.449068,134.248,-0.40823,0.419085,-0.0891273,0.15211,-2.42885,-1.38037,-0.434903,0.442565,-0.0377371,0.751748,4,0.598532,-0.353635,0.543375,0.189741,0.106121,0.0222967,0.602343,0.0222967,0.602343,0.2,0.25,0.05,0.00139355,0,0,0.00139355
47.078,-2.439,-0.512,134.562,-0.398905,0.405051,8,-2.64712,-0.409058,133.822,-0.426678,0.444597,-0.128368,0.197715,-2.64612,-0.602804,-0.433178,0.452522,-0.039722,1.17823,4,0.540236,-0.300148,1.44044,1.14029,0.111768,0.0222125,0.592337,0.0222125,0.592337,0.2,0.25,0.05,0.00138828,0,0,0.00138828
47.196,-2.479,-0.471,134.562,-0.402063,0.408258,0,-2.69228,-0.373459,139.426,-0.439831,0.376633,-0.124751,-0.166682,-2.43127,-0.692408,-0.439922,0.324202,-0.0464838,-4.42611,5,0.483904,-0.375942,-8.25799,-8.63393,0.104738,0.0222301,0.628184,0.0222301,0.628184,0.2,0.25,0.05,0.00138938,0,0,0.00138938
47.314,-2.518,-0.431,134.562,-0.398905,0.405051,1,-2.74053,-0.33361,138.287,-0.411356,0.366678,0.0451844,-0.125134,-2.78239,-0.541969,-0.386133,0.373354,0.33361,-138.287,5,2.76077,4.7212,-226.555,-100,0.100822,0.0222555,0.633054,0.0222555,0.633054,0.2,0.25,0.05,0.00139097,0,0,0.00139097
47.431,-2.557,-0.392,133.598,-0.374793,0.393602,-9,-2.78301,-0.290025,140.205,-0.467016,0.38903,-0.201575,0.0210064,-2.19157,-0.435174,-0.506087,0.411637,0.290025,-140.205,5,2.79808,1.81996,-127.661,-100,0.100554,0.0222807,0.628339,0.0222807,0.628339,0.2,0.25,0.05,0.00139254,0,0,0.00139254
47.542,-2.592,-0.355,131.581,-0.33682,0.379616,-21,-2.81365,-0.26173,135.52,-0.370474,0.363812,0.262293,-0.0788161,-2.49592,-0.774284,-0.297824,0.349246,0.26173,-135.52,5,2.82579,1.70092,-118.169,-100,0.10373,0.0222678,0.615246,0.0222678,0.615246,0.2,0.25,0.05,0.00139174,0,0,0.00139174
47.66,-2.623,-0.32,127.637,-0.287312,0.372589,-33,-2.85196,-0.233223,137.44,-0.301558,0.276903,0.412717,-0.381206,-2.90992,-0.407942,-0.278716,0.231716,0.233223,-137.44,5,2.86148,1.50527,-125.161,-100,0.101963,0.0223007,0.627173,0.0223007,0.627173,0.2,0.25,0.05,0.00139379,0,0,0.00139379
47.778,-2.65,-0.286,123.604,-0.243242,0.366051,-43,-2.88865,-0.202984,127.922,-0.2645,0.339502,0.369277,0.048534,-2.99912,-0.812813,-0.270777,0.405925,0.202984,-127.922,5,2.89578,1.27697,-107.869,-100,0.100724,0.0223349,0.629405,0.0223349,0.629405,0.2,0.25,0.05,0.00139593,0,0,0.00139593
47.896,-2.673,-0.252,119.659,-0.200164,0.351503,-43,-2.9096,-0.162287,118.628,-0.19906,0.364672,0.450358,0.125721,-2.69363,-0.261471,-0.187283,0.376657,0.162287,-118.628,5,2.91413,0.92015,-99.6774,-98.7573,0.100438,0.0223697,0.628707,0.0223697,0.628707,0.2,0.25,0.05,0.00139811,0,0,0.00139811
48.015,-2.691,-0.22,115.627,-0.15938,0.332251,-43,-2.93004,-0.131875,114.756,-0.162571,0.35254,0.382379,0.0289347,-2.82825,-0.59167,-0.17314,0.339035,0.131875,-114.756,5,2.93301,0.765496,-100.352,-99.587,0.100036,0.0224114,0.629904,0.0224114,0.629904,0.2,0.25,0.05,0.00140071,0,0,0.00140071
48.118,-2.706,-0.19,110.63,-0.117151,0.311178,-43,-2.92896,-0.0877007,103.215,-0.0870532,0.370713,0.518418,0.0852835,-2.43016,0.169533,-0.0655277,0.379522,0.0877007,-103.215,5,2.93027,0.322653,-82.809,-82.4863,0.107316,0.022343,0.600052,0.022343,0.600052,0.2,0.25,0.05,0.00139644,0,0,0.00139644
48.221,-2.717,-0.161,106.685,-0.0897234,0.299343,-43,-2.93422,-0.0451331,94.3029,-0.0202435,0.269051,0.574618,-0.386913,-2.96424,0.729616,-0.0110436,0.190726,0.0451331,-94.3029,5,2.93456,0.0273988,-77.0852,-77.0578,0.111119,0.0222684,0.596801,0.0222684,0.596801,0.2,0.25,0.05,0.00139177,0,0,0.00139177
48.325,-2.727,-0.13,102.653,-0.0717366,0.319547,-43,-2.93538,-0.0143307,95.3663,-0.0261783,0.278685,0.295285,-0.177394,-2.68376,-0.0590953,-0.0707865,0.311856,0.0143307,-95.3663,5,2.93541,-0.110066,-86.75,-86.8601,0.111329,0.0221949,0.601902,0.0221949,0.601902,0.2,0.25,0.05,0.00138718,0,0,0.00138718
48.443,-2.734,-0.096,97.7437,-0.0462841,0.340367,-43,-2.94546,0.0216859,91.3755,-0.00681875,0.283976,0.238263,-0.0726792,-3.26593,0.0744184,-0.0142968,0.299024,-0.0216859,-91.3755,5,2.94554,-0.3759,-79.1941,-79.57,0.103762,0.0222087,0.631232,0.0222087,0.631232,0.2,0.25,0.05,0.00138805,0,0,0.00138805
48.561,-2.739,-0.061,93.7113,-0.0229462,0.353757,-43,-2.94696,0.0553249,91.3853,-0.00767438,0.317343,0.124195,0.0945268,-2.88766,-0.155126,-0.0247552,0.342706,-0.0553249,-91.3853,5,2.94748,-0.603594,-82.2543,-82.8579,0.100474,0.022234,0.632988,0.022234,0.632988,0.2,0.25,0.05,0.00138963,0,0,0.00138963
48.664,-2.742,-0.026,89.6788,0.00197061,0.351494,-43,-2.94007,0.0807504,86.4281,0.0217004,0.347641,0.186926,0.184999,-2.71926,-0.385037,0.0315402,0.363604,-0.0807504,-86.4281,5,2.94117,-0.759135,-73.4538,-74.2129,0.107046,0.0221661,0.601772,0.0221661,0.601772,0.2,0.25,0.05,0.00138538,0,0,0.00138538
48.767,-2.742,0.008,84.7697,0.0309487,0.338086,-43,-2.93311,0.11749,84.7479,0.0350392,0.381174,0.158923,0.246431,-2.73261,0.0350818,0.0300654,0.391336,-0.11749,-84.7479,5,2.93546,-1.10275,-74.8049,-75.9076,0.110894,0.0220967,0.597198,0.0220967,0.597198,0.2,0.25,0.05,0.00138104,0,0,0.00138104
48.873,-2.739,0.041,80.7372,0.0531983,0.32619,-43,-2.91019,0.145309,70.8777,0.110978,0.320082,0.396182,-0.113835,-2.40612,-0.0102293,0.146964,0.264133,-0.145309,-70.8777,5,2.91382,-1.23518,-52.0134,-53.2485,0.110211,0.0220435,0.605807,0.0220435,0.605807,0.2,0.25,0.05,0.00137772,0,0,0.00137772
48.991,-2.734,0.072,76.7924,0.0725425,0.309102,-43,-2.90325,0.188309,67.0745,0.142098,0.335975,0.338758,0.00193925,-3.21836,0.296756,0.134537,0.352543,-0.188309,-67.0745,5,2.90936,-1.6182,-57.4664,-59.0846,0.10329,0.0220676,0.631392,0.0220676,0.631392,0.2,0.25,0.05,0.00137923,0,0,0.00137923
49.093,-2.727,0.102,72.7599,0.0911357,0.293684,-43,-2.88496,0.220352,62.8266,0.167563,0.326415,0.29949,-0.0368401,-2.74183,0.174078,0.160861,0.320214,-0.220352,-62.8266,5,2.89337,-1.81272,-52.7958,-54.6085,0.107975,0.0219959,0.602507,0.0219959,0.602507,0.2,0.25,0.05,0.00137474,0,0,0.00137474
49.195,-2.718,0.13,67.7631,0.110314,0.26982,-43,-2.8654,0.260192,64.3823,0.159796,0.333255,0.135677,0.00304071,-2.61254,0.507064,0.132679,0.339212,-0.260192,-64.3823,5,2.87719,-2.1546,-59.3168,-61.4714,0.111407,0.0219235,0.596607,0.0219235,0.596607,0.2,0.25,0.05,0.00137022,0,0,0.00137022
